"word","source","corpusfreq","corpusrank","english"
"haontú","cm",4,6286,0
"dhearbhaigh","cm",4,6287,0
"phríomh-theanga","cm",4,6288,0
"t-éacht","cm",4,6289,0
"fíric","mm",4,6290,0
"líofachta","cm",4,6291,0
"dhúshlánach","cm",4,6292,0
"suirbhéanna","cm",4,6293,0
"dréachtpholasaí","cm",4,6294,0
"ró-chostasach","cm",4,6295,0
"an-dóchasach","cm",4,6296,0
"ró-mhaith","cm",4,6297,0
"bhfeicimid","cm",4,6298,0
"an-éifeachtach","cm",4,6299,0
"t-iontas","cm",4,6300,0
"fonnmhar","mm",4,6301,0
"fúinne","cm",4,6302,0
"heagraíocht","cm",4,6303,0
"millteach","mm",4,6304,0
"náir","cm",4,6305,0
"mheabhair","gdoc",4,6306,0
"difríochta","cm",4,6307,0
"pacáistí","cm",4,6308,0
"speiciléireachta","cm",4,6309,0
"bhriathair","cm",4,6310,0
"chorparáide","cm",4,6311,0
"seanchóras","cm",4,6312,0
"dtosóimid","cm",4,6313,0
"teileafóin","cm",4,6314,0
"dainséir","cm",4,6315,0
"iomarcach","mm",4,6316,0
"tábhactach","cm",4,6317,0
"ghníomhaigh","cm",4,6318,0
"cheannasaíocht","cm",4,6319,0
"chúraimí","cm",4,6320,0
"gcoinneáil","cm",4,6321,0
"slabhra","mm",4,6322,0
"ró-íseal","cm",4,6323,0
"phionós","cm",4,6324,0
"aisíoc","mm",4,6325,0
"buíon","mm",4,6326,0
"an-bhrón","cm",4,6327,0
"arú","mm",4,6328,0
"an-tógtha","cm",4,6329,0
"éirimiúil","mm",4,6330,0
"chló","cm",4,6331,0
"triall","mm",4,6332,0
"marachtáil","cm",4,6333,0
"sheomra","gdoc",4,6334,0
"deisiú","cm",4,6335,0
"galánta","mm",4,6336,0
"thosóidh","cm",4,6337,0
"chomh-mhaoiniú","cm",4,6338,0
"beagánín","cm",4,6339,0
"cillín","mm",4,6340,0
"comhdhlúthú","cm",4,6341,0
"mhuigheo","cm",4,6342,0
"cinní","cm",4,6343,0
"chruthódh","cm",4,6344,0
"caidrimh","cm",4,6345,0
"chúnta","cm",4,6346,0
"mheasa","gdoc",4,6347,0
"bhfiacha","cm",4,6348,0
"n-ainmhithe","cm",4,6349,0
"hainmniú","cm",4,6350,0
"bhfanfadh","cm",4,6351,0
"már","cm",4,6352,0
"bhfaighfear","cm",4,6353,0
"mhacasamhail","cm",4,6354,0
"éistigí","cm",4,6355,0
"slíbhíní","cm",4,6356,0
"teangalárnaithe","cm",4,6357,0
"bhuaileann","cm",4,6358,0
"scairt","mm",4,6359,0
"réadmhaoine","cm",4,6360,0
"bhriste","cm",4,6361,0
"aontóidh","cm",4,6362,0
"ngasúir","cm",4,6363,0
"fíor-fáilte","cm",4,6364,0
"fáil-sinn","cm",4,6365,0
"tráchtaireacht","mm",4,6366,0
"codladh","mm",4,6367,0
"hiasachtaí","cm",4,6368,0
"portach","mm",4,6369,0
"sibhse","cm",4,6370,0
"leas-uachtarán","cm",4,6371,0
"sagart","mm",4,6372,0
"gcuraclam","cm",4,6373,0
"bheilg","cm",4,6374,0
"roghnaítear","cm",4,6375,0
"dhóigh","gdoc",4,6376,0
"scaití","cm",4,6377,0
"heachtraí","cm",4,6378,0
"dílseacht","mm",4,6379,0
"chéid","cm",4,6380,0
"fhorógra","cm",4,6381,0
"eagraíochtúil","cm",4,6382,0
"príomhpháirtithe","cm",4,6383,0
"chinntí","cm",4,6384,0
"bhfómhar","cm",4,6385,0
"mórlach","cm",4,6386,0
"coibhneas","mm",4,6387,0
"iorras","mm",4,6388,0
"meadú","cm",4,6389,0
"chreidiúint","cm",4,6390,0
"eanach","mm",4,6391,0
"páisti","cm",4,6392,0
"an-díoma","cm",4,6393,0
"ionadaíoch","cm",4,6394,0
"uireasa","mm",4,6395,0
"aonarach","mm",4,6396,0
"chailliúnt","cm",4,6397,0
"neamhairde","cm",4,6398,0
"teangeolaíocht","mm",4,6399,0
"slánú","mm",4,6400,0
"chluiche","gdoc",4,6401,0
"comhdán","cm",4,6402,0
"hiasachtóirí","cm",4,6403,0
"im","mm",4,6404,0
"bláth","mm",4,6405,0
"giniúint","mm",4,6406,0
"shiúil","gdoc",4,6407,0
"chomhluadar","cm",4,6408,0
"leithscéil","cm",4,6409,0
"ceartas","mm",4,6410,0
"dinnéar","mm",4,6411,0
"n-íoctar","cm",4,6412,0
"sealbhóirí","cm",4,6413,0
"toircheas","mm",4,6414,0
"dalaí","cm",4,6415,0
"mheáin","cm",4,6416,0
"fhan","gdoc",4,6417,0
"parlaiminteach","mm",4,6418,0
"scríobhann","cm",4,6419,0
"fostaíodh","cm",4,6420,0
"uasghradú","cm",4,6421,0
"gcois","cm",4,6422,0
"haeradróim","cm",4,6423,0
"n-ardódh","cm",4,6424,0
"sheandaoine","cm",4,6425,0
"oiléain","cm",4,6426,0
"amharcaimid","cm",4,6427,0
"mbróg","cm",4,6428,0
"athraigh","mm",4,6429,0
"bhreathnaítear","cm",4,6430,0
"fhéadfainn","gdoc",4,6431,0
"imníoch","mm",4,6432,0
"mor","mm",4,6433,0
"ríomhairí","cm",4,6434,0
"chabhraíonn","cm",4,6435,0
"dtacaím","cm",4,6436,0
"tánaisteach","mm",4,6437,0
"fóirne","cm",4,6438,0
"rannaí","cm",4,6439,0
"mholann","cm",4,6440,0
"imleabhar","mm",4,6441,0
"comhsheasmhacht","cm",4,6442,0
"n-aithním","cm",4,6443,0
"gcáipéis","cm",4,6444,0
"tsáile","cm",4,6445,0
"íarnród","cm",4,6446,0
"mhionlaigh","cm",4,6447,0
"cairdiúil","mm",4,6448,0
"thruailliú","cm",4,6449,0
"gníomhachtaí","cm",4,6450,0
"dhíbirt","cm",4,6451,0
"suntas","mm",4,6452,0
"thionól","cm",4,6453,0
"ainmnigh","mm",4,6454,0
"lánchinnte","cm",4,6455,0
"thoilíonn","cm",4,6456,0
"úsáidim","cm",4,6457,0
"liamhaintí","cm",4,6458,0
"chlúdóidh","cm",4,6459,0
"íocfar","cm",4,6460,0
"gcaint","cm",4,6461,0
"suirbhéireacht","mm",4,6462,0
"éirígí","cm",4,6463,0
"réamh-obair","cm",4,6464,0
"choinbhinsiúin","cm",4,6465,0
"dínn","gdoc",4,6466,0
"caoga","mm",4,6467,0
"mhéan","cm",4,6468,0
"fíorchinnte","cm",4,6469,0
"sóisearacha","cm",4,6470,0
"comhthuiscint","cm",4,6471,0
"laoghaoire","cm",4,6472,0
"ghleann","gdoc",4,6473,0
"hócáidí","cm",4,6474,0
"t-ardmheas","cm",4,6475,0
"mbeartú","cm",4,6476,0
"chomórtais","cm",4,6477,0
"phainéal","cm",4,6478,0
"bóithríns","cm",4,6479,0
"sheán","gdoc",4,6480,0
"fhir","gdoc",4,6481,0
"donnagáin","cm",4,6482,0
"hinniúlacht","cm",4,6483,0
"sonrófar","cm",4,6484,0
"t-easnamh","cm",4,6485,0
"sealbhaithe","cm",4,6486,0
"phainéil","cm",4,6487,0
"mothúcháin","cm",4,6488,0
"mhodhscoil","cm",4,6489,0
"ghlaoitear","cm",4,6490,0
"gcríochnóidh","cm",4,6491,0
"leithead","mm",4,6492,0
"margaíochta","cm",4,6493,0
"gcaillfimid","cm",4,6494,0
"chlóite","cm",4,6495,0
"ródheacair","cm",4,6496,0
"chiorrú","cm",4,6497,0
"hiníon","cm",4,6498,0
"bhfigiúirí","cm",4,6499,0
"arda","gdoc",4,6500,0
"málta","mm",4,6501,0
"león","cm",4,6502,0
"ceoltóir","mm",4,6503,0
"dtógtar","cm",4,6504,0
"marú","mm",4,6505,0
"hinstitiúdí","cm",4,6506,0
"uile-pháirtí","cm",4,6507,0
"gaelcoláiste","cm",4,6508,0
"físeáin","cm",4,6509,0
"gcc","cm",4,6510,0
"gheal","gdoc",4,6511,0
"meastúcháin","cm",4,6512,0
"cháilíocht","cm",4,6513,0
"dteangmháil","cm",4,6514,0
"breandán","cm",4,6515,0
"conchubhair","cm",4,6516,0
"méadair","cm",4,6517,0
"aerseirbhís","cm",4,6518,0
"ghutháin","cm",4,6519,0
"thébault","cm",4,6520,0
"hathbheochan","cm",4,6521,0
"úachtarán","cm",4,6522,0
"an-chairdiúil","cm",4,6523,0
"nocht","mm",4,6524,0
"huachtarán","cm",4,6525,0
"éascaíocht","mm",4,6526,0
"déthaobhacha","cm",4,6527,0
"seoda","mm",4,6528,0
"thurasóirí","cm",4,6529,0
"bhfaighidís","cm",4,6530,0
"gcuairt","cm",4,6531,0
"bróid","cm",4,6532,0
"phraicticiúla","cm",4,6533,0
"brostaigh","mm",4,6534,0
"finné","mm",4,6535,0
"mhillteach","cm",4,6536,0
"bhfostaithe","cm",4,6537,0
"caoirigh","gdoc",4,6538,0
"héileacaptair","cm",4,6539,0
"iarratasóirí","cm",4,6540,0
"iomaíoch","cm",4,6541,0
"ngeallsealbhóirí","cm",4,6542,0
"mheastar","cm",4,6543,0
"sléacht","mm",4,6544,0
"dearbhaíonn","cm",4,6545,0
"ionradh","mm",4,6546,0
"fuath","mm",4,6547,0
"chugat","gdoc",4,6548,0
"sároibre","cm",4,6549,0
"baileach","mm",4,6550,0
"reiligiúin","cm",4,6551,0
"plódaithe","cm",4,6552,0
"siamsaíochta","cm",4,6553,0
"réigiúnaí","cm",4,6554,0
"gcistíocht","cm",4,6555,0
"spreagúil","mm",4,6556,0
"cúise","cm",4,6557,0
"mhóramh","cm",4,6558,0
"bhfocail","cm",4,6559,0
"bpáiste","cm",4,6560,0
"sár-iarracht","cm",4,6561,0
"cruthaitheach","mm",4,6562,0
"féilte","cm",4,6563,0
"eacnamaíocha","cm",4,6564,0
"diaspóra","cm",4,6565,0
"fóirdheonaithe","cm",4,6566,0
"t-árachas","cm",4,6567,0
"n-ealaín","cm",4,6568,0
"ghabhail","cm",4,6569,0
"dublin-dún","cm",4,6570,0
"gclog","cm",4,6571,0
"úafásach","cm",4,6572,0
"mhéara","cm",4,6573,0
"criticiúil","mm",4,6574,0
"phríomhoifigeach","cm",4,6575,0
"bónas","cm",4,6576,0
"gardái","cm",4,6577,0
"tionóil","mm",4,6578,0
"dtionóntaí","cm",4,6579,0
"eispéireas","cm",4,6580,0
"jourová","cm",4,6581,0
"bhp","cm",4,6582,0
"máthar","gdoc",4,6583,0
"leathaobh","cm",4,6584,0
"gnéis","cm",4,6585,0
"gcumais","cm",4,6586,0
"mháithreacha","cm",4,6587,0
"bhutan","cm",4,6588,0
"taoiseach-to-be","cm",4,6589,0
"tomhaiste","cm",4,6590,0
"theastóidh","cm",4,6591,0
"tíreolaíoch","cm",4,6592,0
"dóite","mm",4,6593,0
"réamhreachtaíochta","cm",4,6594,0
"cím","cm",4,6595,0
"iar-thaoisigh","cm",4,6596,0
"uallacháin","cm",4,6597,0
"iarsheanadóir","cm",4,6598,0
"briogáid","mm",4,6599,0
"prótacal","cm",4,6600,0
"gcaipiteal","cm",4,6601,0
"órlaithí","cm",4,6602,0
"maistrí","cm",4,6603,0
"cárbh","cm",4,6604,0
"chomaoin","cm",4,6605,0
"cuimhní","cm",4,6606,0
"gallchóir","cm",4,6607,0
"bhfuarthas","cm",4,6608,0
"bhfomhír","cm",4,6609,0
"ceardlann","mm",4,6610,0
"bhuntáistí","cm",4,6611,0
"blaiseadh","mm",4,6612,0
"gcairt","cm",4,6613,0
"muir","mm",4,6614,0
"bhfeidhmíonn","cm",4,6615,0
"lucsamburg","mm",4,6616,0
"méadaítear","cm",4,6617,0
"bhítear","cm",4,6618,0
"fíordheacair","cm",4,6619,0
"cóngaraí","cm",4,6620,0
"bhród","cm",4,6621,0
"sála","cm",4,6622,0
"chraoltóireacht","cm",4,6623,0
"gile","mm",4,6624,0
"mhachaire","cm",4,6625,0
"scáileán","mm",4,6626,0
"ngaelscolaíocht","cm",4,6627,0
"fíorbhrú","cm",4,6628,0
"pálás","mm",4,6629,0
"crochadh","mm",4,6630,0
"fhíonáin","cm",4,6631,0
"óirr","cm",4,6632,0
"sláíntecare","cm",4,6633,0
"an-úsáideach","cm",4,6634,0
"shamhradh","cm",4,6635,0
"mhórchuid","cm",4,6636,0
"táin","mm",4,6637,0
"nicolás","cm",4,6638,0
"poitéinseal","cm",4,6639,0
"tiomána","cm",4,6640,0
"cliaintchomhlachtaí","cm",4,6641,0
"gcloíonn","cm",4,6642,0
"neamhfhoirmiúil","cm",4,6643,0
"rinceoirí","cm",4,6644,0
"printíseachtaí","cm",4,6645,0
"rúnaithe","cm",4,6646,0
"chistiú","cm",4,6647,0
"léiritheoirí","cm",4,6648,0
"éidín","cm",4,6649,0
"eidín","cm",4,6650,0
"aiféala","mm",4,6651,0
"innealra","mm",4,6652,0
"réitíonn","cm",4,6653,0
"easnamhach","mm",4,6654,0
"athghiniúint","cm",4,6655,0
"ciorcláin","cm",4,6656,0
"flaithiúlacht","mm",4,6657,0
"tsárobair","cm",4,6658,0
"chlíodhna","cm",4,6659,0
"mholtar","cm",4,6660,0
"hearcú","cm",4,6661,0
"fón","mm",4,6662,0
"leagfaí","cm",4,6663,0
"díbirt","mm",4,6664,0
"gcúramóirí","cm",4,6665,0
"áitúil","cm",4,6666,0
"bhriain","cm",4,6667,0
"híobairtí","cm",4,6668,0
"soiléirithe","cm",4,6669,0
"phríomhchuspóir","cm",4,6670,0
"faolán","cm",4,6671,0
"cliant-chomhlachtaí","cm",4,6672,0
"fhailí","cm",4,6673,0
"n-ioncam","cm",4,6674,0
"snámha","cm",4,6675,0
"físeán","mm",4,6676,0
"chíosóirí","cm",4,6677,0
"trálaeir","cm",4,6678,0
"maoldhomhnaigh","cm",4,6679,0
"calafort","mm",4,6680,0
"domhainmhara","cm",4,6681,0
"amlíne","cm",4,6682,0
"bréan","mm",4,6683,0
"lógónna","cm",4,6684,0
"bhfaighfí","cm",4,6685,0
"dáileog","cm",4,6686,0
"éiceolaíocht","cm",4,6687,0
"dtrá","cm",4,6688,0
"clárúcháin","cm",4,6689,0
"aoibheann","cm",4,6690,0
"mhq","cm",4,6691,0
"shín","gdoc",4,6692,0
"tapóidh","cm",4,6693,0
"feirm","mm",4,6694,0
"amh","mm",4,6695,0
"sáinnithe","cm",4,6696,0
"n-earnáil","cm",4,6697,0
"pirít","cm",4,6698,0
"hiarsmaí","cm",4,6699,0
"dúshlánaí","cm",4,6700,0
"fíorathrú","cm",4,6701,0
"gnáthmhuintir","cm",4,6702,0
"díosal","mm",4,6703,0
"bhfaightear","cm",4,6704,0
"dhlúthpháirtíocht","cm",4,6705,0
"cipín","mm",4,6706,0
"dhaonnúil","cm",4,6707,0
"comharsana","cm",4,6708,0
"nádúir","cm",4,6709,0
"bhreosla","cm",4,6710,0
"comán’s","cm",4,6711,0
"iar-seanadóir","cm",4,6712,0
"chomhairligh","cm",4,6713,0
"fhoriomlán","cm",4,6714,0
"miontuairiscí","cm",4,6715,0
"bprintíseachtaí","cm",4,6716,0
"ordanáis","cm",4,6717,0
"meantóireachta","cm",4,6718,0
"séipéal","mm",4,6719,0
"gcs","cm",4,6720,0
"icbhr","cm",4,6721,0
"órla","cm",4,6722,0
"balcáin","cm",4,6723,0
"cíosóg","cm",4,6724,0
"cearrbhachais","cm",4,6725,0
"bithéagsúlachta","cm",4,6726,0
"tapaím","cm",4,6727,0
"d’úsáid","cm",4,6728,0
"ghráinne","cm",4,6729,0
"tuistí","cm",4,6730,0
"tseandálaíocht","cm",4,6731,0
"ailtireacht","mm",4,6732,0
"chéad-aire","cm",4,6733,0
"athbhreithniúcháin","cm",4,6734,0
"fóiréinseach","cm",4,6735,0
"sacs-bhéarla","cm",4,6736,0
"chomhdhaonnacht","cm",4,6737,0
"túleis","cm",4,6738,0
"sadhbh","cm",4,6739,0
"danú","cm",4,6740,0
"labhraí","cm",4,6741,0
"thréinir","cm",4,6742,0
"dtoghlimistéar","cm",4,6743,0
"fágtar","cm",3,6744,0
"gcondae","cm",3,6745,0
"eirí","cm",3,6746,0
"mbinsí","cm",3,6747,0
"maoinlathas","cm",3,6748,0
"olagón","mm",3,6749,0
"rop","mm",3,6750,0
"céilithe","cm",3,6751,0
"eamhain","cm",3,6752,0
"macha","mm",3,6753,0
"déja","cm",3,6754,0
"trocáire","cm",3,6755,0
"ant-athrú","cm",3,6756,0
"ruaidhrí","cm",3,6757,0
"teachtaíó","cm",3,6758,0
"tsaoránaigh","cm",3,6759,0
"staisiún","cm",3,6760,0
"iarrathóirí","cm",3,6761,0
"bhothán","cm",3,6762,0
"iarrathóir","cm",3,6763,0
"bhfoilsiú","cm",3,6764,0
"achrannach","mm",3,6765,0
"dréacht-threoirlínte","cm",3,6766,0
"bhainfear","cm",3,6767,0
"meithimh","cm",3,6768,0
"bhfágfaidh","cm",3,6769,0
"cloígh","mm",3,6770,0
"t-iar-sheanadóir","cm",3,6771,0
"chomharthaíocht","cm",3,6772,0
"scoltacha","mm",3,6773,0
"foilsitheoireacht","mm",3,6774,0
"fána","mm",3,6775,0
"bádóirí","cm",3,6776,0
"gluaisteáin","cm",3,6777,0
"fhaitíos","cm",3,6778,0
"bríomhaire","cm",3,6779,0
"an-chosúil","cm",3,6780,0
"protastúnaigh","cm",3,6781,0
"leabhrán","mm",3,6782,0
"mholaim","cm",3,6783,0
"mhinic","gdoc",3,6784,0
"thacaíochta","cm",3,6785,0
"gléas","mm",3,6786,0
"mheallann","cm",3,6787,0
"sinsear","mm",3,6788,0
"tréan-iarracht","cm",3,6789,0
"míó","cm",3,6790,0
"gearmáinise","cm",3,6791,0
"plandaí","cm",3,6792,0
"foraoisí","cm",3,6793,0
"féachann","cm",3,6794,0
"iarsma","mm",3,6795,0
"gearmáinis","mm",3,6796,0
"smaoinimh","cm",3,6797,0
"nua-aois","cm",3,6798,0
"fraincíse","cm",3,6799,0
"cuimhnímid","cm",3,6800,0
"ceannacht","mm",3,6801,0
"bhfheidhm","cm",3,6802,0
"athsmaoineamh","cm",3,6803,0
"tabhairne","cm",3,6804,0
"n-áiseanna","cm",3,6805,0
"gabhaím","cm",3,6806,0
"thraidisiún","cm",3,6807,0
"nósmhaireacht","mm",3,6808,0
"gcuidíonn","cm",3,6809,0
"tuairimíocht","mm",3,6810,0
"chúinsí","cm",3,6811,0
"casaoid","mm",3,6812,0
"roghnóidh","cm",3,6813,0
"dáire","cm",3,6814,0
"móran","cm",3,6815,0
"thabhart","cm",3,6816,0
"roghnódh","cm",3,6817,0
"réimis","cm",3,6818,0
"uachtaránachta","cm",3,6819,0
"míchóir","cm",3,6820,0
"n-ionadaithe","cm",3,6821,0
"comhleacaithe","cm",3,6822,0
"deisiúcháin","cm",3,6823,0
"lonnaíodh","cm",3,6824,0
"gcosnódh","cm",3,6825,0
"tsúil","cm",3,6826,0
"dtraidisiún","cm",3,6827,0
"dtugfaí","cm",3,6828,0
"tacóimid","cm",3,6829,0
"dumhach","cm",3,6830,0
"gcrógacht","cm",3,6831,0
"pholaitiúla","cm",3,6832,0
"athaontú","cm",3,6833,0
"sínitheoirí","cm",3,6834,0
"táid","cm",3,6835,0
"chnámh","cm",3,6836,0
"treorú","cm",3,6837,0
"dídeanaithe","cm",3,6838,0
"dáirire","cm",3,6839,0
"brúidiúlacht","mm",3,6840,0
"chumhachta","cm",3,6841,0
"cáinfhaisnéise","cm",3,6842,0
"fáiltíonn","cm",3,6843,0
"athmhuintearais","cm",3,6844,0
"múinteoireacht","mm",3,6845,0
"mí-úsáide","cm",3,6846,0
"easnaimh","cm",3,6847,0
"ró-lag","cm",3,6848,0
"hollscolaíocht","cm",3,6849,0
"athréimiú","cm",3,6850,0
"léachtóirí","cm",3,6851,0
"ollscolaíochta","cm",3,6852,0
"dlúthcheangal","cm",3,6853,0
"druidte","mm",3,6854,0
"mbainfíúsáid","cm",3,6855,0
"comharba","mm",3,6856,0
"bhata","cm",3,6857,0
"dhochtúir","cm",3,6858,0
"bhaineadar","cm",3,6859,0
"léacht","mm",3,6860,0
"drámaíocht","mm",3,6861,0
"mhoille","cm",3,6862,0
"bhunphrionsabail","cm",3,6863,0
"aineolach","mm",3,6864,0
"dhéanfaí","cm",3,6865,0
"bhunsprioc","cm",3,6866,0
"bhfeidhim","cm",3,6867,0
"bhreatnais","cm",3,6868,0
"iontrála","cm",3,6869,0
"obráid","mm",3,6870,0
"mhúintear","cm",3,6871,0
"oideachasúil","mm",3,6872,0
"thagadh","gdoc",3,6873,0
"gcistí","cm",3,6874,0
"loighiciúil","cm",3,6875,0
"údarásach","mm",3,6876,0
"stiofán","cm",3,6877,0
"amadán","mm",3,6878,0
"mhúnlaí","cm",3,6879,0
"bhreithe","cm",3,6880,0
"ghnáthchleachtas","cm",3,6881,0
"ghránna","cm",3,6882,0
"caitliceach","mm",3,6883,0
"gus","mm",3,6884,0
"caimiléireachta","cm",3,6885,0
"clúdaigh","mm",3,6886,0
"áiféiseach","mm",3,6887,0
"brionglóid","mm",3,6888,0
"gcumarsáid","cm",3,6889,0
"amhain","cm",3,6890,0
"phléimid","cm",3,6891,0
"lochtú","cm",3,6892,0
"aoise","cm",3,6893,0
"pháipéir","cm",3,6894,0
"bhfoclóir","cm",3,6895,0
"gcos","cm",3,6896,0
"meáchan","mm",3,6897,0
"chaidrimh","cm",3,6898,0
"blascaodaí","cm",3,6899,0
"criomhthain","cm",3,6900,0
"ríomh","mm",3,6901,0
"ardteistiméireachta","cm",3,6902,0
"faisean","mm",3,6903,0
"phortaingéil","cm",3,6904,0
"feidhmíonn","cm",3,6905,0
"sainchúrsaí","cm",3,6906,0
"creidiúnaithe","cm",3,6907,0
"caighdeánacha","cm",3,6908,0
"corparáideach","mm",3,6909,0
"mhuirthead","cm",3,6910,0
"fíorghá","cm",3,6911,0
"comhairleoireachta","cm",3,6912,0
"éiginnte","mm",3,6913,0
"tigré","cm",3,6914,0
"chothaíonn","cm",3,6915,0
"onórach","mm",3,6916,0
"rachmasóirí","cm",3,6917,0
"ronán","cm",3,6918,0
"bhotún","cm",3,6919,0
"rómhaith","gdoc",3,6920,0
"ndrugaí","cm",3,6921,0
"bráithre","cm",3,6922,0
"fhadtéarma","cm",3,6923,0
"caoithiúil","cm",3,6924,0
"ard-chomhairle","cm",3,6925,0
"oispidéil","cm",3,6926,0
"chíosa","cm",3,6927,0
"iaráic","cm",3,6928,0
"ndéarfainn","cm",3,6929,0
"tomhaggard","cm",3,6930,0
"soláthraí","mm",3,6931,0
"stiúrthóirí","cm",3,6932,0
"captaen","mm",3,6933,0
"liospóine","cm",3,6934,0
"míchothromas","cm",3,6935,0
"chonarthaí","cm",3,6936,0
"gnáthrud","cm",3,6937,0
"contúirtí","cm",3,6938,0
"mhuircheartaigh","cm",3,6939,0
"chinnirí","cm",3,6940,0
"mheallfaidh","cm",3,6941,0
"córam","cm",3,6942,0
"cruthaítear","cm",3,6943,0
"gcodanna","cm",3,6944,0
"scil","mm",3,6945,0
"chomhleacaithe","cm",3,6946,0
"shá","cm",3,6947,0
"ghnáth-dhaoine","cm",3,6948,0
"gcomhlíonfaidh","cm",3,6949,0
"áirne","cm",3,6950,0
"chochláinn","cm",3,6951,0
"neamhurchóideach","mm",3,6952,0
"gharbh","cm",3,6953,0
"úachtaráin","cm",3,6954,0
"bhabhtáil","cm",3,6955,0
"chómhbhrón","cm",3,6956,0
"cnámh","mm",3,6957,0
"labhraíomar","cm",3,6958,0
"phósadh","gdoc",3,6959,0
"éilis","cm",3,6960,0
"cháinfhaisnéis","cm",3,6961,0
"leathchéad","cm",3,6962,0
"oiliúnt","cm",3,6963,0
"ghnáthdaoine","cm",3,6964,0
"dóibhsean","cm",3,6965,0
"ard-leibhéal","cm",3,6966,0
"údair","cm",3,6967,0
"naimhdeas","mm",3,6968,0
"breac","mm",3,6969,0
"béarlóirí","cm",3,6970,0
"bhogann","cm",3,6971,0
"n-úsáidfear","cm",3,6972,0
"galltacht","mm",3,6973,0
"mbreathnódh","cm",3,6974,0
"cogaíocht","mm",3,6975,0
"bhfórsa","cm",3,6976,0
"taobhú","cm",3,6977,0
"eagraisí","cm",3,6978,0
"beith","mm",3,6979,0
"bhochtaineacht","cm",3,6980,0
"céille","cm",3,6981,0
"tóraíocht","mm",3,6982,0
"thástáil","cm",3,6983,0
"foilsítear","cm",3,6984,0
"aineolas","mm",3,6985,0
"réitíodh","cm",3,6986,0
"lisbóin","cm",3,6987,0
"mbruiséil","cm",3,6988,0
"fograíodh","cm",3,6989,0
"dliteanas","mm",3,6990,0
"áineasa","cm",3,6991,0
"scíth","mm",3,6992,0
"bpróiseáil","cm",3,6993,0
"oiriúnacha","cm",3,6994,0
"bhailigh","gdoc",3,6995,0
"dea-scéala","cm",3,6996,0
"aicíd","mm",3,6997,0
"dteilifís","cm",3,6998,0
"ard-mheas","cm",3,6999,0
"séimh","mm",3,7000,0
"ngailearaí","cm",3,7001,0
"saolaíodh","cm",3,7002,0
"t-údar","cm",3,7003,0
"ollstát","cm",3,7004,0
"ghinmhillte","cm",3,7005,0
"an-shoiléir","cm",3,7006,0
"bhúr","cm",3,7007,0
"gcairdeas","cm",3,7008,0
"clos","mm",3,7009,0
"igcs","cm",3,7010,0
"cuideachta","mm",3,7011,0
"soláthairtí","cm",3,7012,0
"dod","mm",3,7013,0
"thosnaigh","gdoc",3,7014,0
"ilghnéitheach","mm",3,7015,0
"chruthaítear","cm",3,7016,0
"fiche-sé","cm",3,7017,0
"comhdhála","cm",3,7018,0
"lán-gaelach","cm",3,7019,0
"bhog","gdoc",3,7020,0
"bhfhuil","cm",3,7021,0
"chúirteanna","cm",3,7022,0
"dhiúltiú","cm",3,7023,0
"alcóil","cm",3,7024,0
"gceanglas","cm",3,7025,0
"ceannródaí","mm",3,7026,0
"féich","cm",3,7027,0
"thógfar","cm",3,7028,0
"chomhpháirtí","cm",3,7029,0
"síne","cm",3,7030,0
"cúirtéiseach","cm",3,7031,0
"neamhchinnte","cm",3,7032,0
"buanseasmhach","cm",3,7033,0
"shocraíomar","cm",3,7034,0
"lagmhisneach","mm",3,7035,0
"tráchtairí","cm",3,7036,0
"fhiontraíocht","cm",3,7037,0
"thógadh","cm",3,7038,0
"gcopaleen","cm",3,7039,0
"phléadh","cm",3,7040,0
"síníodh","cm",3,7041,0
"maraítear","cm",3,7042,0
"ghortú","cm",3,7043,0
"meiriceánach","cm",3,7044,0
"lóin","cm",3,7045,0
"générale","cm",3,7046,0
"íobairtí","cm",3,7047,0
"idirthréimhseach","cm",3,7048,0
"neadú","cm",3,7049,0
"t-údaras","cm",3,7050,0
"achtacháin","cm",3,7051,0
"udaráis","cm",3,7052,0
"náisiúnú","cm",3,7053,0
"árd-fheis","cm",3,7054,0
"reacht","mm",3,7055,0
"phríomh-aire","cm",3,7056,0
"buiseád","cm",3,7057,0
"ceoltóiríéireann","cm",3,7058,0
"laghdódh","cm",3,7059,0
"thárla","cm",3,7060,0
"fhigiúirí","cm",3,7061,0
"armtha","mm",3,7062,0
"fás-funded","cm",3,7063,0
"ortsa","gdoc",3,7064,0
"altóir","mm",3,7065,0
"ráfla","mm",3,7066,0
"luachála","cm",3,7067,0
"síor-chreimeadh","cm",3,7068,0
"ngníomhaireacht","cm",3,7069,0
"dhátheangacha","cm",3,7070,0
"shaineolaí","cm",3,7071,0
"foláireamh","mm",3,7072,0
"mí-ádh","mm",3,7073,0
"chan","mm",3,7074,1
"bradán","mm",3,7075,0
"caipéis","cm",3,7076,0
"égalité","cm",3,7077,0
"mórdheontais","cm",3,7078,0
"abhar","cm",3,7079,0
"ndóígh","cm",3,7080,0
"túsnua","cm",3,7081,0
"cuidíodh","cm",3,7082,0
"freagraíodh","cm",3,7083,0
"fhiosrúcháin","cm",3,7084,0
"tiomanaí","cm",3,7085,0
"orgánach","mm",3,7086,0
"básanna","cm",3,7087,0
"deartháir","mm",3,7088,0
"athbhreathnú","cm",3,7089,0
